year,acc_code,km,province,vehicle_main,assumed_cause,accident_type,weather,latitude,longitude,total_vehicles,motorcycle,tricycle,private_car,van,pickup_passenger,bus,pickup_truck,truck_6w,truck_10w,truck_big,e_tan,other_vehicle,pedestrian,fatalities,serious_injured,minor_injured,total_injured,total_impact,month,accident_day,day_of_week,is_festival,is_risky_month
2022,5920545,224.25,18,7,9,30,5,17.35412016,104.635342,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,25,1,0,0
2022,7581141,103.7,50,6,15,23,5,7.648025343,100.3885817,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,25,1,0,0
2022,5625413,24.951,70,9,9,4,5,14.59609222,100.345189,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,2,2,1,25,1,0,0
2022,7595492,67.6,59,7,41,30,5,8.71905012,99.15520279,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,6086909,90.25,71,9,15,40,5,19.8841122,100.2925479,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,5625343,21.5,2,14,84,40,5,13.70420609,100.5436327,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,25,1,0,0
2022,7595366,209.1,40,7,41,30,5,15.62080501,104.3639374,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,25,1,0,0
2022,7331003,262.4,74,9,9,4,5,16.76086513,101.18258,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,6903065,11.15,19,2,9,4,5,14.95990823,101.6784158,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,25,1,0,0
2022,5745755,27.3,55,7,62,30,5,14.639116,101.133855,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,5932257,5.25,72,9,9,24,5,18.85699077,99.01445119,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,1,0,0
2022,5753675,2.95,3,6,9,4,5,14.01128057,99.56144481,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,25,1,0,0
2022,5905737,5.325,70,7,9,31,5,14.60594766,100.2473956,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,6454120,17.66,17,9,9,4,5,13.78692991,100.3084105,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,6239598,294.71,20,9,9,30,5,8.167586961,99.65242533,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,5975375,271.811,56,7,9,30,2,13.73852268,102.3400095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,1,25,1,0,0
2022,5997636,78.1,9,4,9,4,5,13.30805732,101.0024723,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0
2022,5932100,4.13,72,2,9,30,5,18.84735784,99.01370554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,5991924,9.753,50,6,57,17,5,6.958534452,100.5635342,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,5931766,2.735,72,2,9,4,5,18.83440898,99.01273458,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,5925874,5.6,72,9,57,30,5,18.47809034,98.67420761,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,6243259,18.3,72,7,9,4,5,18.9305661,98.94040345,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,6243260,54.735,70,7,9,30,5,14.62000199,100.4708719,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,5627611,42.2,2,9,57,30,5,13.83713455,100.6734404,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,5976048,57.45,9,9,9,4,5,13.48369776,101.0464498,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,7585608,10.7,72,2,9,0,5,18.88727444,99.03187482,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,26,2,0,0
2022,7593901,26.5,26,7,9,31,5,14.81023452,102.9607773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,7595289,44.15,2,7,41,30,5,13.81976536,100.675782,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,5739945,1.0,21,5,62,30,5,15.3612064,100.528062,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,6242369,87.613,55,5,9,24,5,14.40633147,100.8792436,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,7602713,48.95,19,14,9,30,0,14.65619133,101.3235891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26,2,0,0
2022,7577584,155.15,11,5,83,40,5,15.4575477,101.7175922,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,7590009,89.031,71,7,9,24,5,20.27426833,100.4031919,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,7595511,0.5,21,7,41,30,5,15.61884439,100.1175365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,5974777,254.9,19,7,9,30,5,14.5837418,101.9931301,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,26,2,0,0
2022,5920244,290.5,6,7,9,4,5,16.03433972,102.7121445,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,5974780,260.86,19,9,9,30,5,14.63257616,102.0086172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,5968913,90.227,59,2,9,23,5,8.620122999,99.4027841,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,7595365,125.875,26,5,62,30,5,14.63246976,102.8160721,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,7425508,5.3,36,9,9,30,5,7.831629578,98.34533392,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,5906302,18.9,61,2,9,4,5,17.46079458,99.66444968,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,26,2,0,0
2022,7586991,182.0,73,2,15,4,5,12.85782609,99.92281078,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,5897177,40.25,5,9,9,24,5,16.67477302,99.56643371,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,26,2,0,0
2022,7331009,9.78,72,2,9,4,5,18.87882846,99.0362495,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,5955712,82.75,49,5,23,30,5,17.86519202,103.5208574,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26,2,0,0
2022,6147908,10.325,74,2,9,31,5,16.79971379,101.2395286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0
2022,6330969,19.3,2,9,9,30,5,13.72621672,100.8121589,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,26,2,0,0
2022,5627657,20.2,52,7,9,0,5,13.69539036,100.7311883,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,26,2,0,0
2022,6243272,9.08,20,14,9,30,5,8.282144432,99.82035844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,3,0,0
2022,6567102,6.9,72,7,9,116,5,18.822661,99.014697,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5931755,2.215,72,9,9,30,5,18.71991003,98.96610169,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,27,3,0,0
2022,5627587,14.9,2,9,9,4,5,13.73210792,100.7760885,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,7595580,66.94,8,7,41,30,5,13.71191671,101.0510203,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,7585712,3.16,10,7,9,30,5,15.29317075,100.1282894,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,27,3,0,0
2022,7602965,63.8,8,5,15,4,5,13.73064621,101.0302815,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5627620,52.25,70,7,9,4,5,14.59827255,100.4727843,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5920505,113.3,49,2,9,4,5,17.37779712,103.7751067,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5925979,8.5,72,2,9,4,5,18.84858388,98.97032885,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5949726,31.25,66,2,9,4,5,17.78466377,102.261343,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,27,3,0,0
2022,6148452,131.15,13,7,9,30,5,7.499746285,99.55876796,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5868857,124.0,8,7,9,4,5,13.75952703,101.5090102,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,7331011,2.5,9,5,9,30,5,13.11363598,100.9623733,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,6144111,3.25,17,7,9,30,0,13.73582339,100.2996504,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,7311131,131.7,19,7,9,30,5,14.92432673,101.9600397,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,6361551,3.2,4,9,9,31,5,16.63895454,103.2325145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5753633,223.3,3,9,9,30,5,14.91277508,98.67121427,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,6289071,174.15,15,4,9,31,5,17.76677446,97.96578257,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5739742,256.2,21,2,15,4,5,15.26423836,100.3384325,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,6243255,9.648,17,7,9,31,0,13.77787239,100.2672225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5905155,130.35,15,4,9,31,5,16.23020949,98.93381594,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5949729,29.4,66,4,23,30,5,17.79788805,102.2703177,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5874198,28.8,7,7,9,31,5,12.8447876,102.2649827,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5968884,213.5,59,4,9,30,5,8.739906623,99.33254241,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,7581142,2.5,27,9,9,0,5,13.98459914,100.5928507,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27,3,0,0
2022,5782076,3.8,70,7,9,4,5,14.6034767,100.4239869,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,5738615,327.1,21,2,29,17,5,15.57746048,100.1249152,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,27,3,0,0
2022,7560781,8.2,2,9,9,4,5,13.78987642,100.5615629,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5975419,4.82,50,9,9,30,5,7.120314219,100.5375087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,27,3,0,0
2022,7603784,3.805,46,7,9,30,5,18.3042803,99.47538076,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5956849,89.0,58,9,9,23,5,14.64250523,100.1482612,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,27,3,0,0
2022,7592634,5.3,9,5,46,40,5,13.11065014,100.9365302,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,7311128,138.2,19,9,9,30,5,14.9475111,102.0147005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,7593780,199.05,35,5,57,30,5,16.71685805,100.4311859,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,6337015,3.8,9,7,9,4,5,13.34740784,101.0216635,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0
2022,5630249,115.45,58,9,9,30,2,14.83397305,100.111877,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,5752397,67.2,57,4,57,30,5,14.72864805,100.4549503,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,7573797,95.2,55,5,9,4,5,14.42039589,100.8933547,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,1,28,4,0,0
2022,6243229,241.725,19,7,9,30,5,15.6251808,102.5668385,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,28,4,0,0
2022,7581729,7.3,52,4,29,17,5,13.65545081,100.6719813,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5861123,6.4,52,5,9,4,5,13.65963924,100.6646615,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5932148,4.85,72,2,9,4,5,18.85352856,99.01420175,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,7590116,13.95,15,7,9,4,5,16.83879839,98.59020619,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5881863,28.325,12,5,15,4,5,10.27819213,99.08405452,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,5920554,231.35,18,4,9,30,5,17.38373572,104.6895066,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5969716,119.935,19,9,9,30,0,14.88196074,101.8598887,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5695097,15.82,58,2,15,4,5,14.88178966,99.94834541,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,5919702,19.15,4,9,9,31,5,16.60773542,103.5187197,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,6127493,85.65,55,5,9,30,5,14.34198339,100.8615839,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5976115,6.6,2,7,9,31,5,13.73232418,100.7015499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5906300,122.7,61,2,9,4,5,17.34924564,99.8395416,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5919675,256.9,28,9,9,31,5,12.26209575,99.869121,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,5997624,87.4,9,9,9,4,5,13.22889063,101.0012734,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5753607,89.3,3,9,9,30,5,14.08986503,99.28759931,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,28,4,0,0
2022,5782080,39.92,64,7,62,30,5,14.49889247,100.522314,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,6567127,25.425,76,9,9,116,5,18.306272,100.176194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,5976077,68.27,9,14,9,30,5,13.38545772,101.0456022,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28,4,0,0
2022,7602717,53.67,19,7,9,30,0,14.65407126,101.3645169,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5894924,2.3,27,5,9,30,5,13.98916425,100.6381157,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5976288,8.0,9,5,15,4,5,13.1034819,100.912731,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,6154471,65.135,21,5,9,30,5,15.59607252,100.65669,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,7602727,60.5,19,7,9,24,5,14.66592212,101.4266905,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5663193,7.9,2,9,9,4,5,13.73160505,100.7128045,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,7595401,18.2,54,7,41,30,5,13.59264668,100.352844,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,28,4,0,0
2022,6085708,325.765,67,7,31,17,5,17.65135769,100.1407349,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,6074805,38.25,66,7,9,30,5,17.67825427,103.2540554,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0
2022,5753656,18.0,3,7,9,31,5,13.83958785,99.64482664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,28,4,0,0
2022,5738594,25.4,21,5,9,30,5,15.78145451,99.52092199,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,29,5,0,0
2022,5662951,321.65,21,5,9,30,5,15.52964122,100.1254624,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5738572,313.55,21,7,9,4,5,15.46097046,100.1449084,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,7596780,11.1,3,6,62,31,5,13.88090728,99.68175261,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5783383,49.531,2,9,9,17,5,13.76329939,100.6949544,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,6567120,1.05,25,7,9,116,5,17.937054,103.946415,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,7583545,43.7,8,9,57,4,5,13.58209297,100.9729197,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5975372,253.85,56,9,9,30,5,13.7775676,102.1871745,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,5920107,15.9,37,7,9,30,5,16.28965934,102.9348564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,6226756,21.4,20,5,9,30,5,8.199586424,100.0301957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,7587063,18.0,58,7,15,4,5,14.59096317,99.99298273,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,29,5,0,0
2022,5646431,8.2,2,7,9,4,5,13.73121422,100.715484,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,7311164,127.0,19,7,9,30,5,14.90760425,101.9201821,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5759844,44.08,58,9,9,4,5,14.44570649,100.1257709,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5992070,184.25,23,7,9,30,5,6.411809576,101.7034408,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,5860794,50.8,64,9,57,4,5,14.15840464,100.6182057,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,7596124,130.8,50,4,41,30,5,7.415495341,100.4597542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,5759172,5.85,58,7,9,30,5,14.54344626,100.1770788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5976221,8.1,2,9,9,4,5,13.73131583,100.7145828,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,6177630,6.651,6,7,9,30,5,16.07742917,102.659482,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5789409,1.7,33,7,9,4,5,7.628488689,100.0661883,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,5646533,5.8,2,7,9,4,5,13.73373638,100.6934202,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5874182,298.445,7,9,9,4,5,12.73372383,101.9038287,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5975381,65.4,9,7,9,4,5,13.41140105,101.0471016,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,1,29,5,0,0
2022,5955900,30.52,20,9,9,4,5,8.131899477,100.0776493,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5646086,15.0,2,9,9,4,5,13.73212355,100.7769951,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,7445571,12.7,2,2,71,4,5,13.83036139,100.5575663,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,29,5,0,0
2022,5759175,79.72,58,2,15,4,5,14.57087409,100.1478535,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,7372799,28.28,18,14,9,30,5,17.62284149,104.2729059,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29,5,0,0
2022,6337237,12.4,9,5,9,30,5,13.09371406,101.0914036,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5781602,30.05,58,9,9,4,5,14.20601645,100.033173,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,5881991,58.32,12,7,9,30,5,10.01629232,99.0667194,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,6086231,9.96,67,9,9,31,5,17.67257065,100.1636329,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,29,5,0,0
2022,6145514,176.4,60,7,9,30,0,14.87670621,103.5558736,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0
2022,5997571,87.2,9,9,9,30,5,13.23041025,101.0009596,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,30,6,0,0
2022,7441100,9.1,42,7,9,30,5,12.97673376,101.2014332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,6144791,192.125,60,5,9,30,5,14.90191488,103.6945358,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,6324664,25.68,9,7,9,30,5,13.44812343,101.1706093,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,5962704,8.8,33,7,57,30,5,7.725038714,99.90321188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,7140266,163.0,74,9,9,30,5,15.9677373,101.0524204,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,30,6,0,0
2022,7311626,138.7,19,9,9,30,5,14.94929919,102.0188981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,6331237,24.75,20,7,9,30,5,8.17576694,100.0436067,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,7602282,75.73,9,4,9,30,5,13.28583321,101.2568611,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,7561505,1.118,2,7,41,17,5,13.78533543,100.460502,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,7517739,94.43,55,9,9,30,5,14.39591378,100.9385472,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,6127494,82.35,55,14,9,30,5,14.32102717,100.8406976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,6,0,0
2022,5949930,14.8,66,9,9,4,5,17.42693579,102.7789315,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,5861226,24.15,6,7,9,30,5,16.50664141,102.867077,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,5906297,193.975,61,2,9,4,5,16.95361256,99.97622965,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,30,6,0,0
2022,5739970,23.9,21,2,9,4,5,15.38599803,100.2548602,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,30,6,0,0
2022,5861206,5.6,11,7,9,24,5,16.41394152,102.0787784,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,1,30,6,0,0
2022,6386622,125.335,38,9,9,30,5,16.53886942,104.3895498,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,30,6,0,0
2022,7602839,267.95,48,5,62,30,5,14.63945337,104.101569,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,5759815,4.8,58,9,9,30,5,14.46182283,100.1744556,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
2022,7311584,1.525,19,9,9,30,5,14.96922635,102.0525893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,6,0,0
